YEAR,State,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
1980,Haryana,5.8,2.3,22,0.4,8.9,45.5,236.5,102,50.2,13.4,4.9,21.4,513.2,8,31.2,434.3,39.7
1981,Haryana,25.7,13.3,34.6,0.5,18,63.3,196.7,63.7,34.7,0.1,42.1,0.6,493.4,39,53.2,358.4,42.9
1982,Haryana,21.4,20,70.7,33.1,57.3,29.9,99.2,150.4,5.4,3.2,2.4,13.6,506.6,41.4,161.1,284.9,19.2
1983,Haryana,38,5.3,6.4,82.5,35.3,29.5,218.3,240.7,79.8,5.4,0,3.3,744.5,43.2,124.3,568.2,8.7
1984,Haryana,1.9,14.5,0.4,2.7,0.7,48.6,154.2,179.5,75.5,0.9,0,0.3,479.2,16.4,3.8,457.8,1.1
1985,Haryana,3.5,0.3,1.1,8.1,3.1,44.2,256.9,152.4,35.9,42.6,0,24.3,572.4,3.8,12.3,489.4,66.9
1986,Haryana,7.2,31,12.7,3.3,36,85.1,92.5,108.9,52.9,11.2,0.7,9.5,450.9,38.2,52.1,339.3,21.4
1987,Haryana,21.3,27.8,12.4,6.4,62.5,27.7,26.4,106.6,18,3.2,0,6.3,318.6,49.1,81.3,178.7,9.5
1988,Haryana,1.5,13.2,34.5,3.6,3.4,82.4,288.5,222.5,183.4,0,0.1,12,845,14.7,41.5,776.7,12.1
1989,Haryana,40.1,0.4,11.7,0.6,2.3,31.6,90.8,152.5,68.7,0.2,5.2,12.4,416.5,40.5,14.6,343.6,17.8
1990,Haryana,0,79.5,4.9,2.2,21.9,25.3,201.2,137.7,194.5,2.7,14.1,19.2,703.1,79.5,28.9,558.7,36
1991,Haryana,0.1,19.7,2.9,13.2,6,50.4,55.3,187.9,36.9,1.4,3.8,16.2,393.9,19.7,22.2,330.5,21.4
1992,Haryana,20.3,16.4,0.5,1.2,7.8,17.2,124.5,171.6,59,3.8,7.2,0,429.7,36.7,9.6,372.3,11.1
1993,Haryana,4.5,16.1,11.3,5.4,8.8,42,274.6,35.6,125.4,0,0,0,523.8,20.7,25.5,477.6,0
1994,Haryana,20.1,11.3,0.6,7.6,8.5,51.3,275.8,160.6,28.2,0,0.1,0.2,564.4,31.4,16.7,515.9,0.3
1995,Haryana,38.8,21.7,9.8,4.9,0.6,47.2,115,405.3,175.3,0.2,0.1,0.3,819.1,60.5,15.3,742.7,0.7
1996,Haryana,16,30.5,11.6,0.6,5.1,109.4,85.8,249.2,116.3,19.9,0,0.3,644.6,46.5,17.3,560.7,20.2
1997,Haryana,6.6,2.2,14.6,35.3,38,60.2,133.6,226.8,36.9,53.7,13.4,47.3,668.6,8.8,87.9,457.5,114.4
1998,Haryana,0.4,24.6,25.4,9.1,6.1,68.4,154.8,161.6,150.9,78.2,5.8,0,685.3,25,40.6,535.6,84
1999,Haryana,31.7,0.7,1.4,0,20.1,42.2,109.8,78.7,54.7,4.8,0,0.4,344.4,32.4,21.5,285.4,5.1
2000,Haryana,17.1,29.1,1.4,1.3,22.8,58.9,146.8,87.9,17.5,0,0.4,1.2,384.4,46.2,25.6,311.1,1.6
2001,Haryana,17.8,5.2,7.2,19.8,47.8,117.2,145.2,103.5,10.3,11.1,0.1,0.2,485.5,23,74.8,376.3,11.4
2002,Haryana,11.6,31.1,9,1.1,52,21.2,19.4,78.2,123,1.9,0,8.8,357.2,42.7,62.1,241.8,10.7
2003,Haryana,14.7,29.9,4,1.8,7.5,26.6,277.6,165.3,58.9,0,0.1,11,597.6,44.6,13.3,528.5,11.2
2004,Haryana,25.4,0.3,0,18.1,40.7,52.5,19.9,252.9,22.1,54.1,0,1.2,487.3,25.7,58.8,347.5,55.3
2005,Haryana,13.9,35.7,29.9,2.7,7.6,53.9,175.6,52.6,146.7,0,0.8,0,519.5,49.6,40.3,428.8,0.8
2006,Haryana,2.3,0.1,30.4,0.6,24.8,45.4,135.2,32.1,49.9,3.8,1.2,5.2,330.9,2.4,55.7,262.6,10.2
2007,Haryana,0.5,76,40.1,2,12.4,88.7,82,87.9,55.2,0.1,0.3,1.4,446.6,76.5,54.6,313.7,1.7
2008,Haryana,2.4,0.4,0.6,13.4,72.9,193.5,124.3,174.2,114.5,8.4,5.5,0.2,710.4,2.8,86.9,606.6,14.1
2009,Haryana,4.1,5.9,5.7,11.7,17.7,15.2,106.4,63.8,160.8,2.5,1.1,0.4,395.4,10,35.2,346.3,4
2010,Haryana,4.8,10.2,0.5,0.8,5.9,29.1,189.3,198.5,183.9,1.1,3.5,12.8,640.5,15,7.2,600.8,17.5
2011,Haryana,0.7,26.7,6.9,8.9,28.7,94.4,85,127.3,133.1,0,0,0.4,512,27.5,44.4,439.8,0.4
2012,Haryana,8.2,0.2,0.1,11.8,3.8,5.3,68.1,196.6,90.7,2.4,0.6,3.5,391.4,8.4,15.8,360.7,6.5
2013,Haryana,21.1,52.2,5.3,3.3,1.4,62.1,96.5,161.9,42.8,10.9,1.7,2.1,461.2,73.2,10,363.3,14.7
2014,Haryana,13,17.3,26.8,7.5,20.3,25.9,72.3,34.8,67.3,10.5,0.2,9.6,305.5,30.3,54.6,200.2,20.3
2015,Haryana,12.4,6.6,71.8,34.8,8.4,43.7,130.3,89.2,32.1,3.7,2.3,0.2,435.3,18.9,114.9,295.2,6.2
2016,Haryana,0,1.1,20.7,0.6,26.7,35.8,159.8,133,14.8,5.2,0,1,398.7,1.2,48.1,343.3,6.2
2017,Haryana,34.2,0.3,7.2,4.3,10.3,121.2,69.2,76.5,92.5,0,1.8,4.2,421.6,34.5,21.8,359.4,6
1901,Himachal Pradesh,137.8,174.5,75,19.2,89.6,32.7,280.5,459.7,53,3.9,0,19.1,1345.1,312.3,183.8,825.9,23
1902,Himachal Pradesh,6.5,27,104.4,76.2,61.3,78.8,258.6,199.3,113.4,23.6,2.5,0,951.6,33.6,241.9,650,26.1
1903,Himachal Pradesh,76.5,21.4,213.7,25.4,54.7,32.2,157.7,256.5,107.9,5.8,0.2,41.4,993.3,97.9,293.7,554.2,47.4
1904,Himachal Pradesh,79.3,22.4,131.7,48,90.3,33.1,241.1,184.3,56.4,51.6,17.3,32,987.6,101.7,270,515,100.9
1905,Himachal Pradesh,81.3,76.8,160.2,39.3,50.4,43.6,191.1,132.8,119.1,0.3,0.9,34.4,930.2,158.1,249.8,486.6,35.6
1906,Himachal Pradesh,44.1,143.9,89.5,5.3,29.9,152.6,168.7,433.7,230.9,2.9,0,15.9,1317.5,188,124.7,986,18.8
1907,Himachal Pradesh,124.2,145.1,144.9,73,34.2,23.7,95.7,200.6,18.9,14.9,0,0,875.4,269.4,252.1,338.9,14.9
1908,Himachal Pradesh,38.4,76.1,12.3,181.7,43.6,46.8,225.6,287.4,43,2.8,7.3,22.5,987.6,114.5,237.6,602.9,32.6
1909,Himachal Pradesh,111,82.1,25.4,31.7,19,107.6,292.4,234.5,105.9,17.6,0,49.9,1077,193,76.1,740.4,67.5
1910,Himachal Pradesh,49.9,48.9,42.7,48.9,46.8,133.5,408.3,355.4,174.2,37,5.5,55.8,1406.9,98.8,138.4,1071.4,98.3
1911,Himachal Pradesh,246.3,21.9,277.3,35.1,8.8,121,103.2,240.9,174.4,24,75.2,5.8,1333.8,268.1,321.3,639.5,104.9
1912,Himachal Pradesh,95.6,34.7,55.7,60.1,54.3,36.9,357.6,346.8,126.6,1,26.9,11.4,1207.6,130.3,170.1,867.9,39.3
1913,Himachal Pradesh,21.3,126.6,72.4,35.5,114.6,168,215.4,239,40.3,14.1,20.3,51.8,1119.3,147.9,222.5,662.7,86.2
1914,Himachal Pradesh,15.9,88.8,105.5,110.8,76.1,135.1,495.4,292.7,269.6,71.6,22.5,51.9,1735.9,104.7,292.4,1192.8,146.1
1915,Himachal Pradesh,62.2,100.4,90,66.6,19.4,67.5,249,380.6,157.7,23.4,0,20,1236.8,162.6,176,854.8,43.4
1916,Himachal Pradesh,10.4,75.3,33.7,41.8,35.3,238.9,275.8,254.9,118.9,86.9,0,0.2,1172.1,85.7,110.8,888.5,87.1
1917,Himachal Pradesh,20.4,30,61.8,162.9,79.8,135.1,376.3,309.8,330.3,174.4,0,22.7,1703.6,50.5,304.5,1151.5,197.1
1918,Himachal Pradesh,21.2,22.3,171.2,103.4,14.3,135.6,200.6,208.9,21.5,7.9,51,26.9,984.7,43.4,288.9,566.6,85.8
1919,Himachal Pradesh,141.3,47.4,75.6,60.4,43.5,80.1,417.3,227.8,66.5,0.7,9.8,42.9,1213.1,188.6,179.4,791.7,53.3
1920,Himachal Pradesh,53,58.1,126.1,32.8,109.4,55.6,385.1,168,76,3.3,0,17.4,1084.8,111.1,268.3,684.7,20.7
1921,Himachal Pradesh,87.8,20.9,9.1,29.6,32,42.6,264.1,465.6,195.7,57.9,0,106.1,1311.2,108.7,70.6,968,164
1922,Himachal Pradesh,106.6,57.5,68.2,87.7,13,106.8,425.8,508.1,274,14.2,6.5,50.2,1718.6,164.1,169,1314.7,70.9
1923,Himachal Pradesh,113.4,151.2,51,27.2,93,64.3,320.1,512.1,125.5,60.1,17.5,85.6,1620.9,264.6,171.1,1021.9,163.2
1924,Himachal Pradesh,50.2,135.1,63,26.6,86.7,26.6,419.3,345.5,418.6,12.4,14.9,61.7,1660.7,185.3,176.3,1210,89
1925,Himachal Pradesh,86.2,61.7,33.5,65.4,86.6,167.5,450.2,388.1,48.5,33.2,88.5,0,1509.3,147.8,185.5,1054.3,121.6
1926,Himachal Pradesh,52.9,48.6,179.7,86.3,114.4,23.9,349.6,422.9,127.9,4.2,25.1,14.3,1450,101.5,380.5,924.3,43.7
1927,Himachal Pradesh,17.5,132.5,48.2,51.4,79.1,37.9,384.7,542.4,78,37.9,5.8,19.3,1435,150,178.8,1043.1,63.1
1928,Himachal Pradesh,129,112.9,48.1,94.6,14.5,82.9,276.5,329.2,67.3,2,59.9,91.9,1308.9,241.9,157.2,756,153.8
1929,Himachal Pradesh,109,52.3,17.6,48,24.9,101.7,363.9,423.7,50.3,57.3,0,176,1424.7,161.2,90.5,939.6,233.3
1930,Himachal Pradesh,98.8,64.1,52.7,87.7,28.2,120.8,424.5,307,77.7,13,5.2,25.7,1305.5,163,168.6,930,43.9
1931,Himachal Pradesh,58.5,149.6,79.9,14.6,84.5,25,263.6,339.6,202.5,47.8,0.2,0.6,1266.3,208.1,179,830.7,48.5
1932,Himachal Pradesh,43,52.8,62.1,17.1,61.4,54.6,409.2,451.3,183.1,6.1,9.5,68.4,1418.9,95.9,140.7,1098.3,84.1
1933,Himachal Pradesh,60.2,93.6,109.4,80.2,54.7,106,259.3,244.2,172.7,49.1,8.2,2.8,1240.4,153.8,244.3,782.2,60.2
1934,Himachal Pradesh,91.8,12.8,40.3,82.3,59.9,70.7,281,241.1,30.4,0.9,1.3,69.5,982.1,104.7,182.5,623.2,71.7
1935,Himachal Pradesh,136.7,73.4,60.3,83.6,18.4,40.3,233.6,216.6,88,28.5,26.5,22.1,1027.9,210.1,162.3,578.5,77.1
1936,Himachal Pradesh,11.5,111.1,118.2,61,42.8,193.6,240.9,173.8,107.9,9.1,0.5,87.5,1158,122.7,221.9,716.2,97.1
1937,Himachal Pradesh,57.3,141,53.7,60.3,35.1,116.4,282.9,325.7,227.3,53.8,9.5,101.9,1465,198.3,149.1,952.3,165.2
1938,Himachal Pradesh,175.5,124.3,48.1,38.9,11.1,125.3,211.8,156.5,16.8,6.7,6.7,5.7,927.5,299.8,98.1,510.4,19.2
1939,Himachal Pradesh,56.4,112.3,97.9,47.1,9.9,103,201,110.5,108.6,30.9,0,0,877.8,168.7,155,523.2,30.9
1940,Himachal Pradesh,64.1,79.9,69.4,60.4,56.4,103.3,321.6,220.7,84.8,1.4,2.3,24.3,1088.6,144,186.2,730.4,28
1941,Himachal Pradesh,44.5,49.4,70.1,21.5,70.6,92.8,182,231.6,83.5,12.5,2.9,34.1,895.5,93.9,162.3,589.9,49.5
1942,Himachal Pradesh,74.8,156.8,28.3,84.6,73.5,66.6,273.8,348.6,153.6,7.8,0,59.8,1328.3,231.6,186.4,842.7,67.6
1943,Himachal Pradesh,171.1,26.1,96.7,74.8,78.1,36.6,237.2,377.7,111.5,0,0.2,13.1,1223.1,197.2,249.6,763,13.3
1944,Himachal Pradesh,108.3,112.5,106.2,51,16.9,51,277.4,226.7,80.2,23.9,7.2,67.4,1128.8,220.8,174.2,635.3,98.5
1945,Himachal Pradesh,196,10.3,105,81,24.5,74.2,424.4,352.5,331,40,2.9,5.2,1646.9,206.3,210.4,1182,48.2
1946,Himachal Pradesh,45.2,85.9,77.9,42,56.6,159.3,462.3,379.1,41.1,79.1,49,61.5,1539,131,176.5,1041.9,189.6
1947,Himachal Pradesh,78,38.2,82.8,4.5,32.2,50.3,260.1,257.3,438.1,14.6,0,57.3,1313.2,116.2,119.4,1005.7,71.9
1948,Himachal Pradesh,33.5,185,382,47.5,13.7,55.5,380,456.6,115.4,16.5,0,73,1758.7,218.5,443.2,1007.5,89.5
1949,Himachal Pradesh,28,140,81.6,45,35.2,48.2,548.7,265.2,99.5,4.7,0,15,1310.9,168,161.7,961.5,19.7
1950,Himachal Pradesh,211,67,155,51.7,65.1,83.6,392.8,319.3,329.8,2.2,0,7,1684.4,278,271.7,1125.6,9.2
1951,Himachal Pradesh,112.3,69.4,87.4,90.4,89.1,38.8,217.3,309.3,124.5,19.3,69.6,11.1,1238.5,181.7,266.8,690,100
1952,Himachal Pradesh,86.4,82.8,191.4,35.2,66.8,146.9,198.1,371.1,26.7,12.9,2.8,42.5,1263.7,169.2,293.4,742.8,58.2
1953,Himachal Pradesh,149.2,51.9,98.3,86.6,36.9,107.6,390.9,330.3,90.2,11.6,9.3,62.8,1425.7,201.1,221.8,919.1,83.7
1954,Himachal Pradesh,196.4,271.8,87.2,13,52.2,47.5,336.6,348.9,293.4,46.2,7.6,16.7,1717.6,468.3,152.4,1026.4,70.5
1955,Himachal Pradesh,165,42,141.4,87.7,114.7,86.2,320.9,337.5,194.4,413.6,0.3,15.5,1919.2,207,343.8,939,429.4
1956,Himachal Pradesh,96.5,44.7,206.5,58,26.8,118.8,293.9,266.1,113.1,222.3,8.3,86.6,1541.6,141.2,291.4,791.9,317.1
1957,Himachal Pradesh,181,37.9,133.8,146.4,151.9,79,321.3,253.9,263.7,84.5,56.3,112.9,1822.7,218.9,432.2,917.9,253.8
1958,Himachal Pradesh,84,22.4,72.8,61.7,65,34.7,452,265.3,265.9,75.2,2.2,171.1,1572.3,106.4,199.4,1017.9,248.6
1959,Himachal Pradesh,136.1,243.1,94.7,43.3,52.8,52,418.6,243.7,219.5,81.7,53.9,1,1640.3,379.2,190.8,933.8,136.5
1960,Himachal Pradesh,82.9,0.7,134.2,66.2,20.8,78.3,355.3,226.8,72.9,7.2,3.8,66.2,1115.1,83.6,221.1,733.3,77.2
1961,Himachal Pradesh,153.8,157.2,68.8,104.2,34.2,88.7,320.3,314.3,153.1,46.2,37.6,37.2,1515.5,311,207.1,876.3,121
1962,Himachal Pradesh,45,102.9,82.9,102.6,55.4,86.5,242.7,255.8,303.7,5.8,66.5,43.8,1393.5,147.9,240.9,888.6,116.1
1963,Himachal Pradesh,14.1,57.2,201.2,49.5,47.2,108.9,325.7,308.1,111.3,2.4,76.8,52.2,1354.5,71.3,297.9,854,131.3
1964,Himachal Pradesh,176.6,58.8,83.6,97.7,86.8,86.2,278.9,246.8,197.1,0.1,1.8,39.6,1354.1,235.5,268.2,809.1,41.4
1965,Himachal Pradesh,52.5,209.1,170.9,126.6,143.9,24.9,278.3,117.3,39.9,25.8,12.8,18.3,1220.4,261.6,441.4,460.4,57
1966,Himachal Pradesh,0.3,145,78.4,77.2,95.7,187.1,250.5,298,153.3,30.8,13.9,40.8,1371,145.3,251.2,888.9,85.6
1967,Himachal Pradesh,30.8,99.1,181.5,31.4,48.1,99.3,386.3,403.3,105.7,36.9,23.8,112.4,1558.5,129.9,260.9,994.5,173.2
1968,Himachal Pradesh,188.5,114.1,80.8,50.9,44.9,99.3,277.2,181.1,16.3,47.2,9.1,58.8,1168.2,302.6,176.6,573.8,115.2
1969,Himachal Pradesh,66,78.6,72.7,130.4,111,31,201.8,306.7,117.2,8.4,2.4,1.5,1127.6,144.6,314.1,656.6,12.3
1970,Himachal Pradesh,116.5,39,37.9,7.3,43.5,163.2,223.4,280.4,164.4,6.6,0.2,0.3,1082.5,155.4,88.6,831.4,7.1
1971,Himachal Pradesh,53.1,76.5,13.7,57.5,71.8,252.7,352.8,301.2,67,13.8,12.2,2.6,1275.1,129.6,143.1,973.7,28.6
1972,Himachal Pradesh,55,77,55,82.1,21.3,43.8,184.2,159.9,57.6,31.1,21.3,54,842.3,132,158.4,445.5,106.4
1973,Himachal Pradesh,116.8,80.6,68.4,15.7,40,99.1,167.8,213.9,86.3,32.1,5.4,29.1,955.2,197.3,124.1,567.1,66.6
1974,Himachal Pradesh,75,44.6,33.7,24.6,41.8,76.4,168.8,204.6,30.5,28.8,2.4,45.1,776.1,119.6,100,480.2,76.3
1975,Himachal Pradesh,137.8,124.7,126.3,25.4,35.1,86.9,214,191.8,95.3,13.8,0.2,2.7,1054.1,262.5,186.8,587.9,16.8
1976,Himachal Pradesh,66.7,105.5,126.6,49.1,30.1,85.5,368.9,238,72.6,20.2,1.7,14.6,1179.3,172.2,205.7,765,36.4
1977,Himachal Pradesh,85.5,4.7,12.9,97.5,87.2,86.1,339.7,236.4,197.1,18.8,9.9,69.2,1245,90.2,197.6,859.3,97.9
1978,Himachal Pradesh,63.7,102.6,157.9,53.5,31.1,156.1,280,300.1,137.7,3.6,75.9,9,1371.2,166.3,242.5,873.9,88.4
1979,Himachal Pradesh,170,115.3,157.4,31.9,85.1,64.8,163.4,119,43.5,7,34,29.6,1021,285.2,274.4,390.7,70.7
1980,Himachal Pradesh,83.2,87.1,71.7,28.5,26.1,106.8,477.1,128.8,52.5,25.3,27.3,40.5,1155,170.4,126.4,765.3,93
1981,Himachal Pradesh,114.5,96.3,162,54.4,67.1,94.7,233.5,163.4,71.6,11.4,70.4,7.9,1147.1,210.8,283.4,563.3,89.6
1982,Himachal Pradesh,187.3,147.7,228.9,146.2,152.5,58.3,160.4,170.2,31.5,42.5,21.8,75.7,1423,335,527.6,420.4,140
1983,Himachal Pradesh,91.7,97.6,162.8,136.7,86.1,59.2,166.7,204.2,121.5,48.2,1,13.9,1189.6,189.3,385.5,551.6,63.2
1984,Himachal Pradesh,24.3,134.5,38.7,68.6,14.7,105,194.4,192.5,121.5,10.6,25.1,38.4,968.3,158.8,122,613.3,74.2
1985,Himachal Pradesh,70.4,23,36.2,65.6,54.3,54.1,301.3,252.7,118,127.6,2.8,88,1193.9,93.4,156.1,726.1,218.3
1986,Himachal Pradesh,7.3,119.3,159.4,105.3,99.1,86.4,240.9,246.9,52.4,43.4,72.7,89.5,1322.6,126.6,363.7,626.6,205.6
1987,Himachal Pradesh,68.1,84.6,77.9,132.1,214.2,81,90.4,147.8,50.3,76.7,0.8,11.6,1035.6,152.7,424.2,369.6,89.1
1988,Himachal Pradesh,41.6,128.3,353.9,27.2,39.3,84,411.3,304.7,360.2,2.2,4.9,123.5,1881.1,169.8,420.4,1160.3,130.6
1989,Himachal Pradesh,111,62.5,89.2,39.4,92.5,59.7,291.1,247.3,64.9,7.3,52.9,59.4,1177.2,173.5,221.2,663,119.6
1990,Himachal Pradesh,36.2,161.2,217.7,52.5,61.8,80.2,302.3,221.8,162.8,15.6,10.1,140.6,1462.7,197.4,332,767,166.3
1991,Himachal Pradesh,24,143.1,120.6,104.5,69.7,67.1,141.6,258.3,128.5,2.2,4.3,40.9,1104.8,167.1,294.8,595.6,47.4
1992,Himachal Pradesh,123.9,75.8,199.4,36.9,83.9,53,277.5,374,127.6,7,19.4,4.7,1383.1,199.7,320.1,832.2,31.1
1993,Himachal Pradesh,109.2,69.7,164.1,20.6,56.7,70.9,386.9,89.1,143.1,0.3,17.7,0,1128.3,178.8,241.5,690,18
1994,Himachal Pradesh,88.7,124.7,29,131.3,65.5,114.2,367,311,92.7,8.5,0.1,77.6,1410.2,213.4,225.8,884.8,86.2
1995,Himachal Pradesh,61.5,140,96.7,85.8,44.2,66.5,332.4,345.1,284.5,5.4,13.9,17.7,1493.9,201.5,226.7,1028.6,37.1
1996,Himachal Pradesh,118.6,117.8,112.5,50.6,68.5,173.7,210.6,348.3,138.5,38.3,0.6,6.4,1384.4,236.4,231.6,871.1,45.3
1997,Himachal Pradesh,50.9,58.5,60.4,97.4,66.1,92.3,198.7,476.1,113.8,44.4,87.4,108.5,1454.5,109.3,223.8,881,240.3
1998,Himachal Pradesh,13.5,133.8,139.4,71.5,41.3,152.3,210.7,239.8,251.5,119.4,5.9,2.4,1381.6,147.3,252.3,854.3,127.7
1999,Himachal Pradesh,109.2,54.3,33.4,7.1,98.3,104.7,304.1,284.6,111.4,6.4,28.9,2.5,1144.9,163.5,138.8,804.8,37.8
2000,Himachal Pradesh,118.2,119,68.1,25.6,79.9,198,265.1,126.7,50.1,0,10.5,6.9,1068.4,237.2,173.7,640,17.5
2001,Himachal Pradesh,30.5,35.7,105.8,66.9,67.3,153.8,239.5,202.3,26.9,5,20.8,37.3,991.8,66.2,240,622.5,63.1
2002,Himachal Pradesh,66.7,136.5,136.9,124,27,56.1,81.8,225.6,123.1,8.2,0.7,3.9,990.4,203.2,287.9,486.6,12.8
2003,Himachal Pradesh,39.5,116.6,113,52.9,35.9,61.4,187.7,228.7,135.5,0.3,22.5,40.4,1034.5,156.1,201.9,613.3,63.2
2004,Himachal Pradesh,86.2,43,5.9,54.7,57.6,76.1,141.3,202.5,47.6,104.7,9.3,49.4,878.5,129.3,118.3,467.5,163.5
2005,Himachal Pradesh,147.8,222.9,143.3,35.2,52.4,52.6,317.2,114.2,156.3,1.8,0.3,4.5,1248.5,370.7,230.9,640.3,6.6
2006,Himachal Pradesh,102.5,38.2,137.3,44.3,68.4,104.8,260.3,274.2,92.8,17.5,26.9,51.2,1218.4,140.7,250,732.1,95.6
2007,Himachal Pradesh,1.3,121,177,9.6,39.3,155.7,155.2,234.3,85.7,18.7,1,35.6,1034.5,122.3,225.9,631,55.4
2008,Himachal Pradesh,129.9,63.2,6.3,44.4,42.9,187.3,194.9,224.7,142.6,33.9,5.3,38.9,1114.2,193.1,93.6,749.4,78
2009,Himachal Pradesh,54.8,45.9,43.4,91.2,53.5,45.5,170.2,162.6,172.1,16.4,93.1,7.8,956.5,100.7,188.2,550.3,117.2
2010,Himachal Pradesh,25.5,96.6,45.1,60.3,81.4,108.5,291.8,274.1,176.7,30.5,10.8,58.1,1259.4,122.1,186.8,851.2,99.4
2011,Himachal Pradesh,43.9,97.4,49.7,62.4,45.1,118.3,177.7,380.2,120.3,6,0.3,6.9,1108.3,141.3,157.3,796.6,13.2
2012,Himachal Pradesh,92.3,51.3,28.4,55.9,9.4,31.1,241.5,280.6,133.1,3.1,3.2,21.8,951.6,143.5,93.7,686.3,28.1
2013,Himachal Pradesh,79.9,182.6,76.6,28.9,32.6,233.6,208.8,240,65.8,21.8,16.6,24.8,1211.9,262.5,138.1,748.2,63.2
2014,Himachal Pradesh,69.6,124.9,125.2,60.6,68.9,51.7,203.6,146.7,84.6,19.3,4.5,49.3,1008.7,194.5,254.6,486.6,73
2015,Himachal Pradesh,67.2,156.6,192.5,84.9,45,85.8,249.9,195.9,75.5,17.7,14.5,25,1210.5,223.9,322.3,607.2,57.2
2016,Himachal Pradesh,18.7,38.4,114.4,47.5,70.2,101.3,194,272.7,56.8,5.3,0,2.2,921.5,57.2,232.1,624.8,7.5
2017,Himachal Pradesh,157.6,46.3,57.4,88,62,123.1,216.1,273.1,103.4,0.3,6.9,48,1182.2,204,207.3,715.7,55.2
1901,Jammu & Kashmir,66.4,69.3,69.6,132.2,105.8,53.4,171.7,181.3,101.8,24.1,0,4.4,979.9,135.6,307.6,508.2,28.5
1902,Jammu & Kashmir,6.5,9.7,91.3,100.5,70.7,113.3,108.4,136.9,62.2,15.1,44,1.8,760.5,16.2,262.5,420.9,60.9
1903,Jammu & Kashmir,96.2,21.5,238.6,58.7,57.3,18.9,332.5,218.6,176.9,10.7,15,41.8,1286.6,117.7,354.6,746.9,67.5
1904,Jammu & Kashmir,110.6,17.3,145.2,64.5,67.8,25.9,182.3,132.2,62.3,50,24.8,99.2,982.2,128,277.5,402.7,174
1905,Jammu & Kashmir,146.7,76.3,161.4,71.7,65.2,43.3,145.2,111.5,239.7,5.8,0.6,90.2,1157.7,223,298.4,539.7,96.7
1906,Jammu & Kashmir,81,160.4,167.2,49.3,39.4,52.2,107,257.4,237,5.3,0,36.9,1193.1,241.4,255.9,653.6,42.1
1907,Jammu & Kashmir,99.6,195.8,132.2,151,57,85.9,85.1,220.3,24.9,13.9,3.1,0.8,1069.6,295.4,340.2,416.3,17.8
1908,Jammu & Kashmir,86.4,51.4,28.1,195.8,45.3,26.1,233.3,345.9,118.9,9,1.2,86,1227.3,137.7,269.1,724.3,96.2
1909,Jammu & Kashmir,91.9,149.3,56.1,48,43.1,68.2,252.2,264.7,237.7,55.2,0.1,73.4,1339.9,241.2,147.2,822.9,128.7
1910,Jammu & Kashmir,123.6,85.1,65.6,99.7,33,126.2,193.7,276.1,39.4,0.4,0.1,66.7,1109.4,208.7,198.3,635.4,67.1
1911,Jammu & Kashmir,344.8,52.3,285.4,53.1,18.7,76.7,95.1,144.4,72.8,15.1,93.6,28.1,1280.2,397.1,357.2,389,136.9
1912,Jammu & Kashmir,169.8,39.7,107.5,102.8,61.1,22.9,192.7,152.9,14,4.6,21.4,47.3,936.7,209.5,271.4,382.5,73.3
1913,Jammu & Kashmir,68.4,141.9,95,81,54.4,99.1,152.2,173.9,24.4,12.8,33.4,63.7,1000.2,210.3,230.4,449.6,109.8
1914,Jammu & Kashmir,47.8,228.9,155.4,153.7,91.9,86.1,369.9,159.3,103.3,157.3,43,95.6,1692.1,276.7,400.9,718.6,295.9
1915,Jammu & Kashmir,47.4,218.3,109.7,132.3,18.2,54.4,87.7,174.6,71.7,27.6,0,21.9,963.9,265.8,260.2,388.4,49.5
1916,Jammu & Kashmir,37.5,159.4,69,67.7,58.6,92.9,244.3,216.5,46.9,30.9,3.4,7.2,1034.3,196.8,195.3,600.6,41.6
1917,Jammu & Kashmir,63.6,34.2,92.7,145,67.9,155.4,170.3,231.4,219.5,129.6,0,76.5,1386.1,97.8,305.6,776.7,206
1918,Jammu & Kashmir,25.8,27.7,269,173.9,4.7,59.6,95.3,118.1,19,14.9,19.6,88.9,916.5,53.5,447.6,292,123.4
1919,Jammu & Kashmir,187.7,98.3,121.6,73.3,49.5,36.9,247.2,208.5,37.7,1.4,0.3,126.8,1189.2,285.9,244.4,530.4,128.5
1920,Jammu & Kashmir,82.9,126.4,199.8,97.2,63.3,40.2,81.2,98.1,48,17.3,0.8,34.7,889.9,209.2,360.4,267.5,52.8
1921,Jammu & Kashmir,140.6,71.3,60.4,44.9,21.8,56.7,137.7,209.3,65.8,76.8,3.1,169.3,1057.6,211.9,127.1,469.5,249.2
1922,Jammu & Kashmir,87.9,60.6,82.4,67.4,26.5,63.4,163.9,99.1,149.7,28.7,1.5,59.7,890.8,148.5,176.3,476.1,89.8
1923,Jammu & Kashmir,185.9,163.2,106.9,60.9,135.7,23.8,176.7,244.9,33,71.4,9.3,52.6,1264.3,349.2,303.5,478.3,133.3
1924,Jammu & Kashmir,89.2,218.7,91.6,87.6,132.2,4,138.2,203.9,103.2,1.3,22.3,89.8,1182.2,307.9,311.5,449.5,113.4
1925,Jammu & Kashmir,90.4,86.8,45.7,70.9,106.1,80.7,242.3,179.3,25.9,32.7,52.5,0,1013.3,177.3,222.7,528.2,85.2
